N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
3,0,,2026-07-28T21:13:32.700860,107433,6057,2526,6057,1078,6057,77,6057,3,6057,5,9809,5,1.0286721999873407
3,0,,2026-07-28T21:13:33.730965,108043,6037,2465,6037,1123,6037,83,6037,5,6037,3,9618,8,1.0296840000082739
3,0,,2026-07-28T21:13:34.757768,106801,5931,2349,5931,1078,5931,92,5931,2,5931,1,9632,1,1.026406399992993
3,0,,2026-07-28T21:13:35.786231,107480,5940,2384,5940,1123,5940,91,5940,3,5940,3,9762,3,1.0281291999999667
3,0,,2026-07-28T21:13:36.814598,108056,6057,2555,6057,1081,6057,90,6057,4,6057,1,9803,4,1.0281197000003885
3,0,,2026-07-28T21:13:37.843920,107123,6073,2442,6073,1075,6073,104,6073,2,6073,0,9651,4,1.028994899999816
3,0,,2026-07-28T21:13:38.872031,107632,5935,2440,5935,1066,5935,86,5935,2,5935,2,9647,3,1.0277241000003414
3,0,,2026-07-28T21:13:39.900541,107145,6014,2482,6014,1067,6014,91,6014,1,6014,1,9617,5,1.0281379999942146
3,0,,2026-07-28T21:13:40.930227,107405,6004,2429,6004,1152,6004,96,6004,4,6004,1,9718,3,1.0293572999944445
3,0,,2026-07-28T21:13:41.958628,106737,5936,2443,5936,1091,5936,81,5936,3,5936,3,9519,3,1.0280808999959845
3,0,,2026-07-28T21:13:42.987726,107860,5923,2454,5923,1076,5923,74,5923,3,5923,1,9535,5,1.0286968000000343
3,0,,2026-07-28T21:13:44.016277,106639,6010,2454,6010,1110,6010,102,6010,0,6010,3,9515,4,1.0281874999927823
3,0,,2026-07-28T21:13:45.043269,107451,5888,2405,5888,1039,5888,91,5888,1,5888,1,9547,3,1.026748200005386
3,0,,2026-07-28T21:13:46.071839,107286,5894,2419,5894,1071,5894,94,5894,3,5894,2,9626,4,1.0284171999956015
3,0,,2026-07-28T21:13:47.100403,107218,5837,2365,5837,1086,5837,83,5837,6,5837,4,9620,2,1.0282203999959165
3,0,,2026-07-28T21:13:48.127565,107790,6096,2456,6096,1169,6096,85,6097,3,6097,2,9530,4,1.0268172999931267
3,0,,2026-07-28T21:13:49.154703,106802,6020,2403,6020,1165,6020,83,6019,2,6019,4,9524,4,1.026861699996516
3,0,,2026-07-28T21:13:50.181019,107381,5999,2504,5999,1116,5999,82,5999,3,5999,3,9476,4,1.0260498999996344
3,0,,2026-07-28T21:13:51.208075,107626,6079,2530,6079,1069,6079,86,6079,2,6079,4,9489,8,1.0267878000013297
3,0,,2026-07-28T21:13:52.237297,107541,6054,2516,6054,1070,6054,80,6054,2,6054,4,9504,4,1.0289754000114044
3,0,,2026-07-28T21:13:53.265846,106817,6109,2407,6109,1166,6109,102,6109,4,6109,2,9686,7,1.028127500001574
3,0,,2026-07-28T21:13:54.295518,107336,5957,2460,5957,1082,5957,87,5957,1,5957,2,9755,2,1.0292657999962103
3,0,,2026-07-28T21:13:55.324613,107147,5968,2480,5968,1103,5968,79,5968,2,5968,4,9681,2,1.028669199993601
3,0,,2026-07-28T21:13:56.353092,107347,5921,2399,5921,1146,5921,104,5921,0,5921,1,9876,2,1.0280972000036854
3,0,,2026-07-28T21:13:57.381295,107172,5813,2449,5813,1086,5813,85,5813,2,5813,3,9828,3,1.0278726999968057
3,0,,2026-07-28T21:13:58.409864,106803,5963,2376,5963,1170,5963,83,5963,5,5963,2,9654,1,1.028215900005307
3,0,,2026-07-28T21:13:59.439187,107040,5962,2435,5962,1124,5962,83,5962,3,5962,2,9840,2,1.0289517999917734
3,0,,2026-07-28T21:14:00.467515,107553,5941,2427,5941,1066,5941,93,5941,1,5941,2,9630,5,1.0279249000013806
3,0,,2026-07-28T21:14:01.497095,107489,5851,2342,5851,1129,5851,88,5851,5,5851,3,9674,9,1.0292734000104247
3,0,,2026-07-28T21:14:02.524336,107611,5954,2414,5954,1124,5954,85,5954,2,5954,2,9724,7,1.026912799992715
3,0,,2026-07-28T21:14:03.551175,107533,5977,2374,5977,1109,5977,92,5977,2,5977,5,9681,6,1.0265964999998687
3,0,,2026-07-28T21:14:04.577959,107201,5966,2464,5966,1115,5966,102,5966,5,5966,0,9597,8,1.026623700003256
3,0,,2026-07-28T21:14:05.610512,108014,5985,2452,5985,1114,5985,94,5985,4,5985,3,9660,4,1.0322495000000345
3,0,,2026-07-28T21:14:06.639164,107370,5904,2352,5904,1092,5904,91,5904,3,5904,2,9615,3,1.0283553000044776
3,0,,2026-07-28T21:14:07.667626,107122,5920,2404,5920,1075,5920,105,5920,3,5920,1,9391,1,1.028078799994546
3,0,,2026-07-28T21:14:08.696248,107900,5847,2379,5847,1128,5847,92,5847,1,5847,4,9636,4,1.0283152999909362
3,0,,2026-07-28T21:14:09.724403,107014,5928,2510,5928,1056,5928,79,5928,7,5928,0,9662,5,1.0278056000097422
