N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch12,coinc_ch12,singles_ch7,coinc_ch7,int_time
6,1,,2026-07-30T23:09:34.196921,2031800,110299,47506,110299,17314,110299,4343,110299,712,110299,87,110299,16,217839,132,20.02828570001293
6,1,,2026-07-30T23:09:54.225994,2031254,110864,48076,110864,17435,110864,4422,110864,706,110864,93,110864,27,217240,132,20.029440900019836
6,1,,2026-07-30T23:10:14.254142,2029445,110443,47605,110443,17162,110443,4282,110443,682,110443,72,110443,19,217102,142,20.02845540002454
6,1,,2026-07-30T23:10:34.282579,2028090,110502,47632,110502,17152,110502,4408,110502,709,110502,89,110502,25,216971,132,20.028731699974742
6,1,,2026-07-30T23:10:54.311553,2029531,110681,48124,110681,17131,110681,4420,110681,728,110681,97,110681,29,215937,148,20.02924800000619
6,1,,2026-07-30T23:11:14.341101,2027992,110811,48065,110811,17301,110811,4316,110811,744,110811,85,110811,27,216808,117,20.02973850001581
6,1,,2026-07-30T23:11:34.369274,2026794,110404,47554,110404,17280,110404,4418,110404,715,110404,91,110404,22,216005,141,20.028461099951528
6,1,,2026-07-30T23:11:54.397550,2025216,111148,47888,111148,17409,111148,4430,111148,683,111148,93,111148,23,216955,134,20.028564299980644
6,1,,2026-07-30T23:12:14.426905,2025936,111124,48197,111124,17183,111124,4403,111124,688,111124,91,111124,26,215477,127,20.029600300011225
6,1,,2026-07-30T23:12:34.453339,2024904,110980,48391,110980,17219,110980,4334,110980,729,110980,96,110980,30,216825,154,20.02663560002111
6,1,,2026-07-30T23:12:54.480248,2024441,111026,48309,111026,17299,111026,4159,111026,716,111026,76,111026,25,216918,143,20.027317799977027
6,1,,2026-07-30T23:13:14.510210,2022309,111572,48174,111572,17292,111572,4330,111572,686,111572,99,111572,27,216694,147,20.030349700013176
6,1,,2026-07-30T23:13:34.538141,2025905,110949,47731,110949,17494,110949,4342,110949,709,110949,77,110949,17,217408,123,20.028154300001916
6,1,,2026-07-30T23:13:54.567188,2023735,110477,47861,110477,17326,110477,4366,110477,712,110477,107,110477,25,217327,115,20.029319099965505
6,1,,2026-07-30T23:14:14.596631,2024698,111011,47999,111011,17186,111011,4461,111011,729,111011,77,111011,21,217619,121,20.0296802999801
6,1,,2026-07-30T23:14:34.625520,2024977,111220,47894,111220,17452,111220,4396,111220,720,111220,79,111220,31,216931,161,20.029100099985953
6,1,,2026-07-30T23:14:54.654150,2026954,111551,48441,111551,17186,111551,4380,111551,716,111551,80,111551,17,216883,136,20.02890059998026
6,1,,2026-07-30T23:15:14.682235,2029689,110624,47991,110624,17255,110624,4415,110624,685,110624,77,110624,25,217698,145,20.028386699967086
6,1,,2026-07-30T23:15:34.710406,2031738,111131,48488,111131,17163,111131,4333,111131,732,111131,79,111131,18,217702,141,20.0284599000006
6,1,,2026-07-30T23:15:54.738820,2032493,111444,48460,111444,17423,111444,4358,111444,708,111444,86,111444,24,217338,114,20.028644900012296
6,1,,2026-07-30T23:16:14.767218,2033886,111787,48302,111787,17600,111787,4407,111787,747,111787,92,111787,29,217617,115,20.028605100000277
6,1,,2026-07-30T23:16:34.796851,2031720,111413,48457,111413,17258,111413,4410,111413,714,111413,101,111413,20,217337,122,20.029798400006257
6,1,,2026-07-30T23:16:54.825557,2035036,111501,48489,111501,17394,111501,4457,111501,718,111501,80,111501,25,217285,118,20.028894999995828
6,1,,2026-07-30T23:17:14.853919,2034843,111654,48303,111654,17659,111654,4438,111654,688,111654,94,111654,29,218801,138,20.02863720001187
6,1,,2026-07-30T23:17:34.882269,2039737,111702,48716,111702,17557,111702,4376,111702,666,111702,105,111702,24,218743,135,20.028615799965337
6,1,,2026-07-30T23:17:54.911731,2037721,111698,48286,111698,17403,111698,4410,111698,732,111698,84,111698,27,218904,143,20.029800099960994
6,1,,2026-07-30T23:18:14.941446,2036762,111834,48670,111834,17635,111834,4448,111834,742,111834,89,111834,23,218096,133,20.02996080002049
6,1,,2026-07-30T23:18:34.970458,2040096,111581,48541,111581,17482,111581,4358,111581,725,111581,94,111581,28,218849,121,20.02912479999941
6,1,,2026-07-30T23:18:54.999257,2039681,112352,49013,112352,17344,112352,4442,112352,718,112352,78,112352,28,218944,134,20.02896480000345
6,1,,2026-07-30T23:19:15.027639,2039731,111453,48369,111453,17401,111453,4234,111453,709,111453,99,111453,28,218671,126,20.02863419998903
6,1,,2026-07-30T23:19:35.056118,2042326,111378,48273,111378,17534,111378,4429,111378,742,111378,81,111378,29,218128,134,20.028796900005545
6,1,,2026-07-30T23:19:55.083998,2043054,111632,48377,111632,17428,111632,4342,111632,717,111632,81,111632,19,218978,129,20.028131500002928
6,1,,2026-07-30T23:20:15.112852,2041693,112179,48467,112179,17576,112179,4417,112179,752,112179,79,112179,20,218966,137,20.029096300015226
6,1,,2026-07-30T23:20:35.141555,2046479,111766,48606,111766,17330,111766,4359,111766,736,111766,100,111766,26,218379,146,20.02884049998829
6,1,,2026-07-30T23:20:55.169498,2045144,111318,48125,111318,17483,111318,4473,111318,745,111318,92,111318,11,218718,149,20.02819520002231
6,1,,2026-07-30T23:21:15.197948,2041637,111108,48347,111108,17218,111108,4384,111108,762,111108,93,111108,24,218984,141,20.028729299956467
6,1,,2026-07-30T23:21:35.226016,2039300,111507,48361,111507,17395,111507,4422,111507,705,111507,89,111507,27,218413,126,20.02830410003662
6,1,,2026-07-30T23:21:55.255311,2041378,111418,48291,111418,17245,111418,4322,111418,744,111418,74,111418,18,219356,153,20.029529499995988
6,1,,2026-07-30T23:22:15.284238,2043177,111563,48555,111563,17146,111563,4441,111563,661,111563,88,111563,23,218714,132,20.029042000009213
6,1,,2026-07-30T23:22:35.313767,2043061,111088,48182,111088,17108,111088,4380,111088,734,111088,89,111088,19,218907,128,20.029766499996185
6,1,,2026-07-30T23:22:55.342078,2043009,111194,48128,111194,17428,111194,4375,111194,718,111194,88,111194,31,218810,128,20.028527200047392
6,1,,2026-07-30T23:23:15.370401,2040678,111601,48711,111601,17341,111601,4211,111601,690,111601,93,111601,20,218734,134,20.028513800003566
6,1,,2026-07-30T23:23:35.399056,2044321,112098,48496,112098,17500,112098,4497,112098,633,112098,78,112098,27,218871,138,20.028968899976462
6,1,,2026-07-30T23:23:55.427868,2042357,111310,48441,111310,17293,111310,4392,111310,729,111310,84,111310,27,218124,129,20.02905399998417
6,1,,2026-07-30T23:24:15.456245,2043787,111710,48498,111710,17590,111710,4370,111710,666,111710,89,111710,20,219437,141,20.028567300003488
6,1,,2026-07-30T23:24:35.486318,2044323,111969,48470,111969,17531,111969,4451,111969,732,111969,102,111969,29,218992,132,20.030356300005224
6,1,,2026-07-30T23:24:55.514933,2046674,111821,48742,111821,17529,111821,4327,111821,688,111821,79,111821,17,219597,156,20.028945599973667
6,1,,2026-07-30T23:25:15.544604,2044728,111583,48393,111583,17424,111583,4411,111583,709,111583,98,111583,23,218193,130,20.02982150000753
6,1,,2026-07-30T23:25:35.573953,2046219,111415,48331,111415,17531,111415,4327,111415,712,111415,103,111415,15,218586,129,20.02948430000106
6,1,,2026-07-30T23:25:55.602467,2046167,111314,48380,111314,17419,111314,4345,111314,687,111314,87,111314,33,218477,123,20.028632099973038
6,1,,2026-07-30T23:26:15.631542,2045814,111086,48355,111086,17263,111086,4312,111086,730,111086,81,111086,19,218880,129,20.029292099992745
6,1,,2026-07-30T23:26:35.661728,2044719,111648,48719,111648,17310,111648,4368,111648,724,111648,75,111648,20,219183,127,20.03036910004448
6,1,,2026-07-30T23:26:55.690976,2044462,111446,48295,111446,17184,111446,4407,111446,673,111446,84,111446,23,217986,153,20.029053599981125
6,1,,2026-07-30T23:27:15.719872,2043592,111341,48323,111341,17403,111341,4411,111341,685,111341,86,111341,25,218763,148,20.029119700018782
6,1,,2026-07-30T23:27:35.747819,2046995,111473,48746,111473,17274,111473,4379,111473,732,111473,88,111473,25,218302,135,20.02822139998898
6,1,,2026-07-30T23:27:55.775940,2043678,111401,48045,111401,17434,111401,4382,111401,754,111402,87,111402,16,218409,140,20.028453600010835
6,1,,2026-07-30T23:28:15.805554,2043761,111299,48674,111299,17200,111299,4346,111299,684,111298,82,111298,37,218283,129,20.029816000023857
6,1,,2026-07-30T23:28:35.834685,2043907,111305,48336,111305,17461,111305,4374,111305,719,111305,90,111305,17,218342,128,20.029364500020165
6,1,,2026-07-30T23:28:55.862886,2041454,111578,48528,111578,17251,111578,4366,111578,665,111578,81,111578,27,218155,128,20.02841129997978
6,1,,2026-07-30T23:29:15.891131,2042514,111220,48204,111220,17264,111220,4353,111220,735,111220,90,111220,27,218053,125,20.028474699996877
6,1,,2026-07-30T23:29:35.919280,2041170,110844,47985,110844,17098,110844,4376,110844,705,110844,99,110844,21,218427,108,20.02835849998519
6,1,,2026-07-30T23:29:55.947287,2040406,111242,47987,111242,17424,111242,4427,111242,708,111242,93,111242,19,217566,116,20.028321699996013
6,1,,2026-07-30T23:30:15.975460,2037622,110525,47683,110525,17280,110525,4348,110525,657,110525,97,110525,36,217909,157,20.028457800042816
6,1,,2026-07-30T23:30:36.004016,2041633,111530,48627,111530,17278,111530,4242,111530,720,111530,76,111530,25,217363,145,20.028779399988707
6,1,,2026-07-30T23:30:56.033752,2040301,111485,48544,111485,17252,111485,4349,111485,717,111485,86,111485,22,218373,134,20.030007100023795
6,1,,2026-07-30T23:31:16.062883,2038770,110488,47542,110488,17509,110488,4395,110488,754,110488,89,110488,19,217614,130,20.029269299993757
6,1,,2026-07-30T23:31:36.091247,2037382,111243,48171,111243,17376,111243,4404,111243,723,111243,103,111243,28,217586,138,20.028573899995536
6,1,,2026-07-30T23:31:56.119161,2036368,111581,48362,111581,17460,111581,4293,111581,703,111581,99,111581,25,217662,156,20.028121699986514
6,1,,2026-07-30T23:32:16.148213,2034210,111027,48243,111027,17331,111027,4389,111027,728,111027,90,111027,30,217871,165,20.02919450000627
6,1,,2026-07-30T23:32:36.177556,2034439,110807,48184,110807,17312,110807,4420,110807,719,110807,99,110807,24,217358,113,20.029573400039226
6,1,,2026-07-30T23:32:56.205425,2034588,110903,47837,110903,17237,110903,4353,110903,720,110903,82,110903,29,217394,146,20.028117900015786
6,1,,2026-07-30T23:33:16.234069,2031606,110838,47580,110838,17529,110838,4381,110838,685,110838,90,110838,21,217164,147,20.028837299963925
6,1,,2026-07-30T23:33:36.262295,2031657,111286,48164,111286,17346,111286,4453,111286,682,111286,86,111286,23,216992,100,20.028476600011345
6,1,,2026-07-30T23:33:56.291584,2030902,110371,48090,110371,17109,110371,4223,110371,666,110371,87,110371,19,217194,134,20.02948720002314
6,1,,2026-07-30T23:34:16.318322,2032054,110894,47990,110894,17398,110894,4337,110894,678,110894,104,110894,26,217721,133,20.026939400006086
6,1,,2026-07-30T23:34:36.346830,2031292,110818,48168,110818,17056,110818,4353,110818,710,110818,79,110818,13,217288,128,20.028805100009777
6,1,,2026-07-30T23:34:56.375616,2030385,110733,47788,110733,17461,110733,4423,110733,744,110733,97,110733,24,216623,114,20.02895599999465
6,1,,2026-07-30T23:35:16.402794,2029668,110584,47905,110584,17091,110584,4414,110584,751,110584,95,110584,21,217300,138,20.027404399996158
6,1,,2026-07-30T23:35:36.430384,2029560,110942,48015,110942,17187,110942,4302,110942,732,110942,80,110942,26,216738,124,20.027841500006616
6,1,,2026-07-30T23:35:56.458340,2027376,111185,48235,111185,17400,111185,4375,111185,710,111185,87,111185,23,217638,123,20.028189999982715
6,1,,2026-07-30T23:36:16.487734,2027655,110734,48039,110734,17362,110734,4433,110734,726,110734,92,110734,27,216778,117,20.02958440000657
6,1,,2026-07-30T23:36:36.515831,2026223,110703,47813,110703,17368,110703,4492,110703,721,110703,93,110703,26,216587,123,20.028299500001594
6,1,,2026-07-30T23:36:56.544553,2025877,110655,47936,110655,17194,110655,4363,110655,698,110655,90,110655,27,215904,125,20.02898310002638
6,1,,2026-07-30T23:37:16.572721,2021504,110501,48014,110501,17241,110501,4451,110501,682,110501,80,110501,29,216756,103,20.0283369999961
6,1,,2026-07-30T23:37:36.601720,2024290,110516,47772,110516,17244,110516,4413,110516,718,110516,95,110516,24,217323,134,20.02916729997378
6,1,,2026-07-30T23:37:56.631149,2025019,111377,48322,111377,17417,111377,4390,111377,732,111377,93,111377,27,217043,142,20.0296472000191
6,1,,2026-07-30T23:38:16.659580,2022605,110939,47697,110939,17608,110939,4444,110939,715,110939,79,110939,24,216565,130,20.028503399982583
6,1,,2026-07-30T23:38:36.687814,2024801,111143,48082,111143,17579,111143,4318,111143,699,111143,78,111143,19,216392,130,20.02851199998986
6,1,,2026-07-30T23:38:56.716368,2028037,110995,48127,110995,17227,110995,4438,110995,708,110995,98,110995,26,217030,114,20.028714600019157
6,1,,2026-07-30T23:39:16.745018,2026934,111008,48422,111008,17348,111008,4391,111008,735,111008,86,111008,20,217299,149,20.028907399973832
6,1,,2026-07-30T23:39:36.773470,2025686,111363,48532,111363,17347,111363,4436,111363,678,111363,85,111363,21,217823,146,20.02860449999571
6,1,,2026-07-30T23:39:56.801527,2026751,111593,48408,111593,17356,111593,4497,111593,707,111593,91,111593,18,216969,134,20.028343399986625
6,1,,2026-07-30T23:40:16.830738,2027718,111120,48173,111120,17446,111120,4428,111120,692,111120,89,111120,20,217114,140,20.02940929995384
6,1,,2026-07-30T23:40:36.860212,2025199,111053,48195,111053,17414,111053,4401,111053,659,111053,76,111053,22,217658,134,20.029560900002252
6,1,,2026-07-30T23:40:56.889299,2029116,111345,48447,111345,17490,111345,4450,111345,724,111345,96,111345,22,216989,143,20.029253399989102
6,1,,2026-07-30T23:41:16.917494,2027213,110854,48395,110854,17354,110854,4435,110854,687,110854,93,110854,26,217604,133,20.02834110002732
6,1,,2026-07-30T23:41:36.946795,2029725,111518,48603,111518,17328,111518,4404,111518,714,111518,107,111518,29,217891,150,20.029429499991238
6,1,,2026-07-30T23:41:56.976003,2030338,111250,48176,111250,17470,111250,4407,111250,736,111250,125,111250,20,217882,138,20.029332700010855
6,1,,2026-07-30T23:42:17.003986,2032326,111483,48363,111483,17376,111483,4370,111483,701,111483,88,111483,22,217170,147,20.028283999999985
6,1,,2026-07-30T23:42:37.032775,2030602,111061,48169,111061,17249,111061,4357,111061,713,111061,94,111061,35,217694,127,20.02893979998771
6,1,,2026-07-30T23:42:57.062152,2031785,111525,48599,111525,17367,111525,4464,111525,689,111525,81,111525,15,216898,120,20.029560900002252
6,1,,2026-07-30T23:43:17.091216,2031526,111458,48170,111458,17466,111458,4390,111458,729,111458,94,111458,34,218022,145,20.029197299969383
6,1,,2026-07-30T23:43:37.119571,2031733,111680,48737,111680,17497,111680,4291,111680,725,111680,87,111680,28,217900,137,20.028564600041136
6,1,,2026-07-30T23:43:57.148135,2035395,111432,48309,111432,17517,111432,4422,111432,712,111432,92,111432,29,218136,130,20.028729799960274
6,1,,2026-07-30T23:44:17.178358,2036116,111222,48479,111222,17330,111222,4541,111222,683,111222,99,111222,19,217928,152,20.03042710002046
6,1,,2026-07-30T23:44:37.206186,2037873,112057,48900,112057,17412,112057,4409,112058,714,112058,93,112058,15,217927,146,20.028002200007904
6,1,,2026-07-30T23:44:57.233804,2038162,112378,49246,112378,17461,112378,4454,112377,667,112377,84,112377,24,218732,138,20.027805699966848
6,1,,2026-07-30T23:45:17.262203,2036496,111531,48424,111531,17485,111531,4383,111531,686,111531,98,111531,23,218309,136,20.02857949997997
6,1,,2026-07-30T23:45:37.291588,2040732,112030,48911,112030,17579,112030,4313,112030,716,112030,81,112030,19,219109,146,20.02953980001621
6,1,,2026-07-30T23:45:57.320029,2038697,111243,48239,111243,17361,111243,4282,111243,675,111243,86,111243,26,218745,117,20.028593399969395
6,1,,2026-07-30T23:46:17.382541,2042466,111912,48765,111912,17584,111912,4384,111912,697,111912,91,111912,28,218097,153,20.062698499998078
6,1,,2026-07-30T23:46:37.412302,2039271,111654,48524,111654,17409,111654,4425,111654,721,111654,97,111654,26,218935,144,20.029258099966682
6,1,,2026-07-30T23:46:57.441186,2037409,111391,48204,111391,17427,111391,4457,111391,737,111391,90,111391,18,217898,143,20.028948999999557
6,1,,2026-07-30T23:47:17.468621,2038075,111519,48197,111519,17520,111519,4445,111519,775,111519,97,111519,22,218788,122,20.02763570001116
6,1,,2026-07-30T23:47:37.497935,2039242,111696,48818,111696,17155,111696,4402,111696,739,111696,99,111696,21,219159,131,20.02945150004234
6,1,,2026-07-30T23:47:57.525523,2041875,111897,48698,111897,17519,111897,4443,111897,719,111897,92,111897,17,217944,140,20.027658900013193
6,1,,2026-07-30T23:48:17.551760,2040642,111287,48262,111287,17338,111287,4390,111287,708,111287,73,111287,23,218729,132,20.026456899999175
6,1,,2026-07-30T23:48:37.580591,2038876,111799,48664,111799,17575,111799,4385,111799,763,111799,85,111799,23,217741,110,20.0291789000039
6,1,,2026-07-30T23:48:57.608847,2042487,111421,48323,111421,17492,111421,4463,111421,698,111421,78,111421,25,219071,138,20.028401000017766
6,1,,2026-07-30T23:49:17.636877,2043015,112112,48837,112112,17458,112112,4406,112112,727,112112,86,112112,24,218557,132,20.028290199988987
6,1,,2026-07-30T23:49:37.665783,2044416,111157,48467,111157,17352,111157,4337,111157,634,111157,71,111157,27,218783,130,20.02901399997063
6,1,,2026-07-30T23:49:57.694340,2041486,111293,48558,111293,17469,111293,4438,111293,719,111293,85,111293,26,218677,133,20.028697600006126
6,1,,2026-07-30T23:50:17.722463,2043129,111023,48335,111023,17519,111023,4357,111023,679,111023,99,111023,26,219316,129,20.0282572999713
6,1,,2026-07-30T23:50:37.750632,2044563,112080,49029,112080,17340,112080,4504,112080,689,112080,91,112080,19,219388,139,20.028359499992803
6,1,,2026-07-30T23:50:57.779167,2044179,111303,48599,111303,17473,111303,4386,111303,658,111303,71,111303,28,218385,126,20.02855340001406
6,1,,2026-07-30T23:51:17.808814,2043907,111552,48215,111552,17385,111552,4464,111552,679,111552,72,111552,21,219171,143,20.02984000003198
6,1,,2026-07-30T23:51:37.836892,2044432,111639,48504,111639,17330,111639,4430,111639,726,111639,71,111639,18,219264,139,20.028203999972902
6,1,,2026-07-30T23:51:57.865332,2043136,111315,48260,111315,17263,111315,4398,111315,705,111315,101,111315,34,218719,125,20.028619999997318
6,1,,2026-07-30T23:52:17.894962,2042708,111602,48553,111602,17269,111602,4341,111602,735,111602,91,111602,16,218755,146,20.029641599976458
6,1,,2026-07-30T23:52:37.923248,2041024,111283,48157,111283,17435,111283,4359,111283,683,111283,81,111283,21,217828,123,20.028421299997717
6,1,,2026-07-30T23:52:57.952881,2043397,111683,48842,111683,17434,111683,4289,111683,686,111683,87,111683,24,218372,130,20.02977560000727
6,2,,2026-07-30T23:53:32.252129,2037967,124792,60187,124792,17799,124792,3801,124792,522,124792,58,124792,24,217636,121,20.028483500005677
6,2,,2026-07-30T23:53:52.279695,2038179,125541,59986,125541,18045,125541,3944,125541,551,125541,58,125541,21,216975,135,20.027718400000595
6,2,,2026-07-30T23:54:12.308289,2040660,125319,60274,125319,17747,125319,3881,125319,528,125319,75,125319,24,217172,152,20.028782100009266
6,2,,2026-07-30T23:54:32.336138,2039195,125407,60005,125407,17850,125407,3824,125407,530,125407,62,125407,28,217767,124,20.02796610002406
6,2,,2026-07-30T23:54:52.364876,2037630,124867,59543,124867,18065,124867,3891,124867,542,124867,58,124867,23,216789,140,20.02888840000378
6,2,,2026-07-30T23:55:12.394686,2036937,126055,60731,126055,17925,126055,3966,126055,527,126055,60,126055,24,216965,143,20.030030000023544
6,2,,2026-07-30T23:55:32.423943,2037437,125224,60010,125224,17783,125224,3921,125224,575,125224,69,125224,23,215868,125,20.02927009999985
6,2,,2026-07-30T23:55:52.451318,2035106,125334,60092,125334,17986,125334,3760,125334,547,125334,69,125334,14,215584,131,20.027404099993873
6,2,,2026-07-30T23:56:12.479626,2035917,125152,60285,125152,18014,125152,3886,125152,525,125152,52,125152,20,216085,137,20.028438100009225
6,2,,2026-07-30T23:56:32.507965,2031541,125421,60138,125421,17785,125421,3759,125421,558,125421,51,125421,25,216413,119,20.028437300003134
6,2,,2026-07-30T23:56:52.537013,2033267,126228,60170,126228,18150,126228,3860,126228,522,126228,60,126228,18,216967,154,20.029152699979022
6,2,,2026-07-30T23:57:12.567281,2032675,125246,59875,125246,17913,125246,3913,125246,562,125246,59,125246,18,217465,124,20.030387400009204
6,2,,2026-07-30T23:57:32.595904,2031893,125184,60095,125184,17837,125184,3720,125184,548,125184,59,125184,28,215588,128,20.02879040001426
6,2,,2026-07-30T23:57:52.624304,2034786,125172,60097,125172,17948,125172,3798,125172,526,125172,66,125172,10,216160,140,20.028505499998573
6,2,,2026-07-30T23:58:12.653492,2032252,125036,59830,125036,17859,125036,3822,125036,500,125036,64,125036,30,216606,122,20.029259200033266
6,2,,2026-07-30T23:58:32.682895,2029624,125616,60301,125616,18043,125616,3901,125616,566,125616,54,125616,18,216699,141,20.029492100002244
6,2,,2026-07-30T23:58:52.711841,2028731,125591,59997,125591,17953,125591,3956,125591,560,125591,57,125591,17,215538,125,20.028986199991778
6,2,,2026-07-30T23:59:12.741603,2032749,125350,60322,125350,18023,125350,3947,125350,518,125350,50,125350,31,216203,135,20.029905000003055
6,2,,2026-07-30T23:59:32.770613,2029748,125367,60017,125367,17992,125367,3836,125367,538,125367,58,125367,23,216079,145,20.029107699985616
6,2,,2026-07-30T23:59:52.798833,2027609,125475,60039,125475,18388,125475,3850,125475,498,125475,54,125475,29,216988,136,20.0283206999884
6,2,,2026-07-31T00:00:12.825130,2025696,125544,60380,125544,17852,125544,3909,125544,544,125544,57,125544,19,216053,142,20.026466900017112
6,2,,2026-07-31T00:00:32.854124,2024315,125470,60372,125470,18103,125470,3945,125470,569,125470,49,125470,18,215524,139,20.02923759998521
6,2,,2026-07-31T00:00:52.880954,2022674,124915,59862,124915,17918,124915,3905,124915,553,124915,50,124915,26,215616,119,20.026991299993824
6,2,,2026-07-31T00:01:12.909665,2026119,125114,59735,125114,17961,125114,3864,125114,557,125114,59,125114,23,216277,127,20.028878599987365
6,2,,2026-07-31T00:01:32.939198,2026166,125069,59985,125069,17997,125069,3888,125069,541,125069,55,125069,21,216269,148,20.02963639999507
6,2,,2026-07-31T00:01:52.968054,2027437,125699,59979,125699,18085,125699,3997,125699,544,125699,55,125699,24,216131,143,20.028948799998034
6,2,,2026-07-31T00:02:12.996520,2027969,125901,60276,125901,18090,125901,3954,125901,541,125901,57,125901,14,216673,130,20.028639799973462
6,2,,2026-07-31T00:02:33.025375,2030307,125980,60388,125980,18090,125980,3834,125980,549,125980,58,125980,20,216802,138,20.02888569998322
6,2,,2026-07-31T00:02:53.053917,2028698,125199,60084,125199,18159,125199,3860,125199,502,125199,61,125199,27,216904,140,20.028481900051702
6,2,,2026-07-31T00:03:13.082642,2030795,126101,60453,126101,17765,126101,3916,126101,513,126101,50,126101,25,216137,149,20.028810399991926
6,2,,2026-07-31T00:03:33.110646,2029226,125475,60102,125475,18060,125475,3861,125475,526,125475,45,125475,11,217400,123,20.028149600024335
6,2,,2026-07-31T00:03:53.138716,2031788,126282,60348,126282,18142,126282,3950,126282,541,126282,48,126282,21,216527,134,20.02816799998982
6,2,,2026-07-31T00:04:13.167479,2029544,126145,60566,126145,17986,126145,3997,126145,512,126145,70,126145,26,217230,117,20.02889369998593
6,2,,2026-07-31T00:04:33.196635,2032651,126325,60539,126325,18057,126325,3844,126325,527,126325,61,126325,39,217050,119,20.029311100021005
6,2,,2026-07-31T00:04:53.226375,2033674,126204,60511,126204,18063,126204,3929,126204,538,126204,50,126204,18,218213,133,20.029914600017946
6,2,,2026-07-31T00:05:13.255185,2035495,125522,60208,125522,18001,125522,3907,125522,532,125522,68,125522,22,217160,135,20.028825699992012
6,2,,2026-07-31T00:05:33.284157,2034966,126353,60790,126353,17984,126353,3891,126353,558,126353,56,126353,16,217478,127,20.029079199943226
6,2,,2026-07-31T00:05:53.312775,2033834,125618,60131,125618,18187,125618,3861,125618,505,125618,55,125618,26,217126,114,20.02872139995452
6,2,,2026-07-31T00:06:13.341687,2036951,126139,60569,126139,17954,126139,3972,126139,496,126139,60,126139,25,218670,142,20.028976599976886
6,2,,2026-07-31T00:06:33.370019,2033525,126434,60557,126434,18317,126434,3977,126434,473,126434,74,126434,21,217091,122,20.028441999980714
6,2,,2026-07-31T00:06:53.398348,2034186,124989,60167,124989,17940,124989,3856,124989,526,124989,62,124989,26,217095,126,20.028438600013033
6,2,,2026-07-31T00:07:13.428325,2039347,125793,60533,125793,18115,125793,3860,125793,523,125793,61,125793,24,216770,130,20.030050500005018
6,2,,2026-07-31T00:07:33.457245,2036295,126120,60566,126120,18196,126120,3871,126120,516,126120,55,126120,21,217806,120,20.029047599993646
6,2,,2026-07-31T00:07:53.485667,2038466,125763,60205,125763,18125,125763,3962,125763,529,125763,53,125763,23,218242,117,20.02855129999807
6,2,,2026-07-31T00:08:13.513232,2038729,126114,60764,126114,18193,126114,3944,126114,545,126114,67,126114,20,218105,138,20.027667099959217
6,2,,2026-07-31T00:08:33.542150,2037625,125967,60664,125967,17844,125967,3886,125967,530,125967,67,125967,24,217942,138,20.029019100009464
6,2,,2026-07-31T00:08:53.571235,2040292,126710,60969,126710,18261,126710,3977,126710,519,126710,59,126710,22,218472,128,20.029152799979784
6,2,,2026-07-31T00:09:13.598930,2041722,126190,60436,126190,18149,126190,3995,126190,493,126190,49,126190,19,218286,131,20.02779520000331
6,2,,2026-07-31T00:09:33.628229,2041043,125874,60670,125874,17985,125874,3862,125874,572,125874,56,125874,31,217958,149,20.029501600016374
6,2,,2026-07-31T00:09:53.656771,2041810,126282,60725,126282,18321,126282,3943,126282,567,126282,57,126282,10,217659,149,20.028709200036246
6,2,,2026-07-31T00:10:13.686126,2039674,126376,60850,126376,18149,126376,3969,126376,550,126376,63,126376,19,217347,143,20.029395800025668
6,2,,2026-07-31T00:10:33.715425,2040605,126326,60861,126326,18277,126326,3865,126326,572,126326,58,126326,29,217498,151,20.029433299961966
6,2,,2026-07-31T00:10:53.743010,2039778,125861,60606,125861,18022,125861,3936,125861,542,125861,55,125861,25,217045,131,20.027660799969453
6,2,,2026-07-31T00:11:13.771429,2038634,126032,60908,126032,18022,126032,3890,126032,563,126032,52,126032,23,216685,150,20.028586799977347
6,2,,2026-07-31T00:11:33.799145,2039716,125911,60845,125911,17988,125911,3914,125911,572,125911,70,125911,12,218142,138,20.027798200026155
6,2,,2026-07-31T00:11:53.827837,2039233,125727,60203,125727,18152,125727,3913,125727,516,125727,61,125727,28,218417,148,20.028893599985167
6,2,,2026-07-31T00:12:13.856080,2040236,126357,60738,126357,18254,126357,3890,126357,519,126357,69,126357,14,217546,136,20.028276400000323
6,2,,2026-07-31T00:12:33.884665,2042121,126588,60852,126588,18026,126588,3842,126588,538,126588,63,126588,18,218956,127,20.02875190001214
6,2,,2026-07-31T00:12:53.913386,2041232,126174,60638,126174,17976,126174,4109,126174,548,126174,72,126174,15,217778,137,20.028799399966374
6,2,,2026-07-31T00:13:13.941872,2041460,125577,60501,125577,18059,125577,4010,125577,533,125577,55,125577,20,217541,125,20.02849450003123
6,2,,2026-07-31T00:13:33.970234,2042873,125828,60766,125828,17801,125828,3942,125828,478,125828,61,125828,23,218270,151,20.02841949998401
6,2,,2026-07-31T00:13:54.000579,2041989,125913,60443,125913,17977,125913,3897,125913,533,125914,55,125914,27,218537,132,20.030340299999807
6,2,,2026-07-31T00:14:14.029055,2041425,125979,60857,125979,17820,125979,3865,125979,533,125978,66,125978,26,217584,135,20.02847770001972
6,2,,2026-07-31T00:14:34.057050,2043463,126468,60746,126468,18344,126468,3842,126468,549,126468,63,126468,22,218232,140,20.028064799960703
